Top,Movie Title,MovieID,Rating,Year,Languages,Genres,Plot,Directors,Actors,Subjectivity,Polarity,Common Sentiment,Emotion Scale
81,The Fog,0432291,3.7,2005,English,"Horror, Mystery","The inhabitants of Antonio Island, off the coast of Oregon, are about to unveil a statue honoring the four men (Castle, Wayne, Williams and Malone) who founded their town in 1871. Nick Castle is one of the descendants of the men, and owns a fishing charter company, using his vessel, the Seagrass, for tourism. When his girlfriend Elizabeth Williams returns to the island after spending six months in New York, a bizarre series of events begin to occur, including several gruesome deaths and the presence of a mysterious fog. When Elizabeth slips in Nick's boathouse and falls into the sea, she finds an old journal from 1871, written by Patrick Malone, one of the town's founders. It tells how a man named Blake bought half the island for use as a leper colony. While bringing his people to Antonio Island in their clipper ship, the Elizabeth Dane, Blake is betrayed by Castle, Wayne, Williams and Malone. The four men locked Blake and his people in the vessel, stole their money and possessions, and then set fire to the ship, killing everyone aboard. In the present day, the ghosts of Blake and his crew have risen from their watery grave to seeking revenge on the descendants of the four men.",Rupert Wainwright,"Tom Welling, Maggie Grace, Selma Blair, DeRay Davis, Kenneth Welsh",0.5380927798829154,0.009737195676948376,Negative,"{'Happy': 0.1044, 'Angry': 0.0524, 'Surprise': 0.2688, 'Sad': 0.2572, 'Fear': 0.3172}"
82,Dungeons & Dragons,0190374,3.6,2000,English,"Action, Adventure, Fantasy","The Empire of Izmer has long been a divided land. The Mages - an elite group of magic-users - rule whilst the lowly commoners are powerless. Izmer's young Empress, Savina, wants equality and prosperity for all, but the evil Mage Profion is plotting to depose her and establish his own rule. The Empress possesses a scepter which controls Izmer's Golden Dragons. To challenge her rule, Profion must have the scepter, and tricks the Council of Mages into believing Savina is unfit to hold it. Knowing that Profion will bring death and destruction to Izmer, Savina must find the legendary Rod of Savrille, a mythical rod that has the power to control Red Dragons, a species even mightier than the Gold. Enter two thieves, Ridley and Snails, who unwittingly become instrumental in Savina's search for the Rod. Joined by a feisty Dwarf named Elwood, and helped by the Empress's expert tracker, the Elf Norda, the young heroes go in search of the Rod of Savrille. From the deadly maze of the Thieves Guild at Antius to an Elven Village, secret grotto and abandoned castles, Ridley and his band must outwit Profion's chief henchman Damodar at every turn while, back in Izmer, Profion prepares to do battle with the Empress. All depends on the Rod, but the outcome of the race to reach it first is far from certain, and Izmar's very survival hangs in the balance.",Courtney Solomon,"Jeremy Irons, Bruce Payne, Justin Whalin, Marlon Wayans, Robert Miano",0.5508260261915284,-0.04888282486006942,Negative,"{'Happy': 0.1104, 'Angry': 0.0467, 'Surprise': 0.2704, 'Sad': 0.2525, 'Fear': 0.3179}"
83,Mac and Me,0095560,3.3,1988,English,"Adventure, Comedy, Family, Sci-Fi",,Stewart Raffill,"Christine Ebersole, Jonathan Ward, Tina Caspary, Lauren Stanley, Jade Calegory",0.5343699802929598,-0.041563892326504905,Negative,"{'Happy': 0.1112, 'Angry': 0.0592, 'Surprise': 0.2276, 'Sad': 0.2404, 'Fear': 0.3624}"
84,Dragon Wars: D-War,0372873,3.5,2007,"English, Korean","Action, Drama, Fantasy, Thriller","Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter, and he arrives at the conclusion that a girl, stricken with a mysterious illness, named Sarah is suppose to help him. The Imoogi makes its way to Los Angeles, wreaking havoc and destruction. With the entire city under arms, will Ethan and Sarah make it in time to save the people of Los Angeles?",Hyung-rae Shim,"Jason Behr, Amanda Brooks, Robert Forster, Craig Robinson, Aimee Garcia",0.5129000270365774,0.009364742867917704,Positive,"{'Happy': 0.1424, 'Angry': 0.0352, 'Surprise': 0.2752, 'Sad': 0.256, 'Fear': 0.2908}"
85,Bucky Larson: Born to Be a Star,1411664,3.3,2011,English,Comedy,"Bucky Larson is a simple-minded, uneducated, beaver-toothed young man still living with his protective parents, Jeremiah and Debbie Larson, in a small Iowa town. Initially saddened when he is fired from his job as a bagger at a supermarket, he eventually sees it as a sign that he is destined for greatness in another field. Based on information he learns, Bucky believes that destiny is to become a porn star, despite being a virgin who has only recently learned about masturbation. With his parents' blessing, Bucky hops on a bus to Los Angeles to make it big there as a porn star and is taken under the wings of a few people in LA. On the professional side, he meets the reigning king of porn, Dick Shadow, who only sees him as a laughingstock. Then washed-up porn director Miles Deep stumbles across what he sees as an untapped niche market for Bucky's limited talents and must try to convince investors who see Bucky as the exact antithesis of porn. On the personal side, Bucky befriends young diner waitress Kathy McGee, who helps him find a place to live--albeit with an insensitive oaf named Gary who only wants to get into Kathy's pants--and navigate general life in the big city. Kathy is facing her own demons as she works toward her destiny, and Bucky hopes he can help her.",Tom Brady,"Nick Swardson, Christina Ricci, Don Johnson, Stephen Dorff, Ido Mosseri",0.5903303653716105,0.001631109907876847,Negative,"{'Happy': 0.1056, 'Angry': 0.0424, 'Surprise': 0.2904, 'Sad': 0.2752, 'Fear': 0.284}"
86,Smolensk,6038600,1.2,2016,"Polish, English","Drama, Thriller","Inspired by true events of 2010 Polish Air Force Tu-154 mysterious crash in Smolensk, the film tells the fictional story of various people affected by the tragedy. The protagonist is a journalist Nina, who refuses to accept the official version of the story and pursues her own independent investigation.",Antoni Krauze,"Beata Fido, Maciej Póltorak, Aldona Struzik, Lech Lotocki, Redbad Klynstra",0.6254259920634921,-0.179653373015873,Negative,"{'Happy': 0.0872, 'Angry': 0.018, 'Surprise': 0.224, 'Sad': 0.3548, 'Fear': 0.2356}"
87,I Know Who Killed Me,0897361,3.6,2007,English,"Horror, Mystery, Thriller","Aubrey Fleming is a regular high school student with friends and family. One night, she unexpectedly disappears. Two weeks later she is found unconscious in the middle of the woods. When spoken to, her loved ones realize she has forgotten her identity and the personality living in her body is Dakota Moss, a character that Aubrey created in one of her stories for an English assignment. Dakota denies ever being Aubrey knowing that they look identical. Now, Dakota must try to unravel the mystery of how her and Aubrey co-exist and find out who abducted Aubrey that night.",Chris Sivertson,"Bonnie Aarons, Michael Adler, Garcelle Beauvais, Art Bell, Stacy Daniel",0.5450684903952014,-0.010921335959509608,Positive,"{'Happy': 0.126, 'Angry': 0.0304, 'Surprise': 0.3044, 'Sad': 0.2524, 'Fear': 0.286}"
88,Piranha 3DD,1714203,3.7,2012,"Spanish, English","Comedy, Horror, Sci-Fi, Thriller","Having awoken from their spring break extravaganza at Lake Victoria, the swarm heads upstream where they look to make a meal out of Big Wet, a local water park where when it comes to fun, nobody does it wetter! Though they came to get wet, get loaded and get some, the staff and patrons get more than they bargained for when they must face the fiercest, most bloodthirsty piranhas yet. Lead by the strong-willed, studious Maddy and her friends, Barry and Kyle, the trio must dive in and take on these man-eating creatures using every ounce of their being but can they be stopped?",John Gulager,"Danielle Panabaker, Matt Bush, Katrina Bowden, Jean-Luc Bilodeau, David Koechner",0.5543739778962752,0.017274258510509222,Positive,"{'Happy': 0.13, 'Angry': 0.06, 'Surprise': 0.2716, 'Sad': 0.2408, 'Fear': 0.2964}"
89,The Love Guru,0811138,3.8,2008,English,"Comedy, Romance, Sport","Born in America, but raised in Havemahkeeta in India, with a population of 76, Maurice had always to better Deepak Chopra, and be sexually active, ever since he was 12. His Guru, Tugginmypudha, while approving of Deepak, cautions Maurice and has a chastity belt put around his waist, much to Maurice's chagrin. Years later, Maurice has established himself as Guru Pitka in America, but would like to appear in the Oprah Show and be better than Deepak Chopra. When Jane Bullard from the the Toronto Maple Leafs hires him to counsel their star hockey player, Darren Roanoke, to win back his wife, Prudence, from Kings' star player, Jacques Grande, and also stand up to his dominating mother, Lilian, he agrees to do so - with hilarious results.",Marco Schnabel,"Jessica Simpson, Ye, Mike Myers, Deepak Chopra, Rob Blake",0.5529252902977613,0.08874233805726782,Positive,"{'Happy': 0.1892, 'Angry': 0.0596, 'Surprise': 0.2508, 'Sad': 0.1984, 'Fear': 0.302}"
90,In the Name of the King: A Dungeon Siege Tale,0460780,3.8,2007,English,"Action, Adventure, Fantasy, Thriller, War","Set in the kingdom of Ehb, the story follows Farmer (Jason Statham), who was adopted by his village. When Farmer's wife, Solana (Claire Forlani), and his son leave to sell vegetables at the town of Stonebridge, Farmer's farm is attacked by creatures called Krugs. With the help of his friend and neighbor Norrick (Ron Perlman), he travels to Stonebridge where his wife and son are. Before he arrives, the Krugs, controlled by the wizard Gallian (Ray Liotta), kill his son and capture his wife. Farmer, with the help of Bastian (Will Sanderson), his brother-in-law, and Norrick sets out to find and rescue his wife. The King's nephew Fallow (Matthew Lillard) is conspiring with the wizard Gallian to take over the kingdom led by King Konreid ('Burt Reynolds').",Uwe Boll,"Jason Statham, Leelee Sobieski, John Rhys-Davies, Ron Perlman, Claire Forlani",0.5462370051838115,0.029161822717507505,Positive,"{'Happy': 0.1488, 'Angry': 0.058, 'Surprise': 0.2488, 'Sad': 0.2556, 'Fear': 0.2904}"
91,Baaghi 3,8366590,2.1,2020,Hindi,"Action, Adventure, Thriller","Ronnie and Vikram are brothers who share an unbreakable bond. Their journey begins when a certain turn in events, leads Vikram to travel. On this trip, he gets kidnapped by people. Ronnie witnesses his brother getting beaten and kidnapped, Ronnie will do whatever it takes to destroy anyone and anything that stands in the way of Vikram's safety. Ronnie goes on a rampage of destruction to see his brother safe, even if it means that he independently has to take on an entire country.",Ahmed Khan,"Tiger Shroff, Riteish Deshmukh, Shraddha Kapoor, Ankita Lokhande, Jameel Khoury",0.4442427161723739,-0.0727015751732998,Negative,"{'Happy': 0.1212, 'Angry': 0.036, 'Surprise': 0.2668, 'Sad': 0.2892, 'Fear': 0.2456}"
92,The Flintstones in Viva Rock Vegas,0158622,3.7,2000,English,"Comedy, Family, Romance, Sci-Fi","The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred (Mark Addy) hoping to court the lovely Wilma Slaghoople (Kristen Johnston). Nothing will stand in the way of love, except for the conniving Chip Rockefeller (Thomas Gibson), who is the playboy born in Baysville, but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?",Brian Levant,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Joan Collins",0.553009149192494,0.194162766726953,Positive,"{'Happy': 0.2208, 'Angry': 0.0368, 'Surprise': 0.2876, 'Sad': 0.1604, 'Fear': 0.294}"
93,The Avengers,0118661,3.8,1998,English,"Action, Adventure, Sci-Fi, Thriller","British Ministry Agent John Steed, under direction from ""Mother"", investigates a diabolical plot by archvillain Sir August de Wynter to rule the world with his weather control machine. Steed investigates the beautiful Doctor Mrs. Emma Peel, the only suspect, but simultaneously falls for her and joins forces with her to combat Sir August.",Jeremiah S. Chechik,"Ralph Fiennes, Uma Thurman, Sean Connery, Patrick Macnee, Jim Broadbent",0.5360239141879904,0.0659626080362512,Positive,"{'Happy': 0.1636, 'Angry': 0.0648, 'Surprise': 0.2252, 'Sad': 0.2316, 'Fear': 0.312}"
94,The Hungover Games,3138104,3.5,2014,English,"Adventure, Comedy, Fantasy, Sci-Fi","After celebrating Doug's upcoming wedding in a cut rate hotel in Laughlin, NV, hungover guys Bradley, Ed and Zach wake up in a futuristic dystopia from the Hunger Games novel, having lost their pal, Doug. With the help of Effing and Justmitch, the trio's loyal advisers, the gang must now prepare to battle their way through the pop culture districts of The Hungover Games including The Real Housewives of District 8 and Teddy from The Puppet District.",Josh Stolberg,"Ross Nathan, Sam Pancake, Ben Begley, Herbert Russell, John Livingston",0.5177343188104673,-0.03148943848997356,Negative,"{'Happy': 0.1488, 'Angry': 0.0656, 'Surprise': 0.2784, 'Sad': 0.2548, 'Fear': 0.2532}"
95,Street Fighter: The Legend of Chun-Li,0891592,3.7,2009,"English, Hindi, Japanese, Thai","Action, Crime, Fantasy, Thriller","Chun-Li lives a calm life with her father, when one day, the local mobster Bison kidnaps her father. After her mother's death, she embarks into a quest to rescue her kidnapped father from the clutches of powerful criminal lord Bison.",Andrzej Bartkowiak,"Kristin Kreuk, Chris Klein, Neal McDonough, Robin Shou, Moon Bloodgood",0.531522271506913,-0.006694357525444179,Positive,"{'Happy': 0.108, 'Angry': 0.0404, 'Surprise': 0.238, 'Sad': 0.3064, 'Fear': 0.306}"
96,Stan Helsing,1185266,3.5,2009,English,"Comedy, Fantasy, Horror","It's Halloween night, and slacker video clerk Stan Helsing along with his insanely sexy ex-girlfriend , best buddy and an exotic dancer/'massage therapist' - detours into a town cursed by the biggest monsters in movie history: Freddy, Jason , Pinhead , Leatherface , Chucky , & Michael Myers.",Bo Zenga,"Steve Howey, Diora Baird, Kenan Thompson, Desi Lydic, Leslie Nielsen",0.5662608484316134,0.004384248406182095,Positive,"{'Happy': 0.1312, 'Angry': 0.0448, 'Surprise': 0.3112, 'Sad': 0.2464, 'Fear': 0.2656}"
97,Speed 2: Cruise Control,0120179,3.9,1997,"English, American Sign Language, Portuguese","Action, Adventure, Crime, Romance, Thriller","Annie Porter, the woman who was held on a bus with a bomb attached to it that will go off if it slows down. She dated the cop who saved her but broke up with him because he was constantly putting his life in danger. She would then date a guy named Alex who is also a cop but told her that he does a mundane assignment. But she eventually learns that he works for the same unit that the other guy worked for and is also addicted to danger. She wants to break up with but he surprises her with a cruise. She agrees to go. And he's planning to propose to her. But when he notices another passenger act peculiar, he can't help but try to find out what's up with him. He's Geiger, a computer man who designed the ship's systems, who was fired. He then takes over the ship's systems and sets it on a course that will send it into a tanker. Alex tries to stop him.",Jan de Bont,"Sandra Bullock, Jason Patric, Willem Dafoe, Temuera Morrison, Brian McCardie",0.566421689537651,-0.040692507575474046,Negative,"{'Happy': 0.0976, 'Angry': 0.0448, 'Surprise': 0.2572, 'Sad': 0.2548, 'Fear': 0.3452}"
98,Human Centipede 2: Tom Six Discusses the Story Concept,1530509,3.8,2011,English,Horror,"Martin is a mentally disturbed loner who lives with his mother in a bleak housing project. He works the night shift as a security guard in an equally grim and foreboding underground parking complex. To escape his dreary existence, Martin loses himself in the fantasy world of the cult horror film The Human Centipede (First Sequence) (2009), fetishizing the meticulous surgical skills of the gifted Dr. Heiter, whose knowledge of the human gastrointestinal system inspires Martin to attempt the unthinkable.",Tom Six,"Laurence R. Harvey, Ashlynn Yennie, Maddi Black, Kandace Caine, Dominic Borrelli",0.5595773362782931,0.022090158601722615,Positive,"{'Happy': 0.0864, 'Angry': 0.0488, 'Surprise': 0.2716, 'Sad': 0.2256, 'Fear': 0.3288}"
99,Ballistic: Ecks vs. Sever,0308208,3.6,2002,English,"Action, Crime, Mystery, Sci-Fi, Thriller","FBI Agent Jonathan Ecks realizes that he must join with his lifelong enemy, Agent Sever, a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy that has developed a ""micro-device"" that can be injected into victims in order to kill them at will.",Wych Kaosayananda,"Antonio Banderas, Lucy Liu, Gregg Henry, Ray Park, Talisa Soto",0.49342655475216346,-0.013581590767851317,Negative,"{'Happy': 0.1072, 'Angry': 0.0472, 'Surprise': 0.2652, 'Sad': 0.2832, 'Fear': 0.2952}"
100,Teen Wolf Too,0094118,3.4,1987,English,"Comedy, Fantasy","After Scott Howard's hairy adventure in Teen Wolf (1985), his equally unpopular and unathletic cousin, Todd, receives a college boxing scholarship and gets accepted into Hamilton University. Before long, the family's lupine gene finally comes out, and just like that, the once-feeble student becomes a celebrity and the school's champion, catching the eye of the college's pretty girls. Now, there's no turning back, and success is guaranteed; however, being a teenage werewolf has its price. Will the famous and self-assured teen wolf see the error of his ways? Is Todd willing to accept responsibility for his actions, and put his superhuman power to good use?",Christopher Leitch,"Jason Bateman, Kim Darby, John Astin, Paul Sand, James Hampton",0.49629165526325225,0.022990360049662092,Positive,"{'Happy': 0.11, 'Angry': 0.1368, 'Surprise': 0.2532, 'Sad': 0.2468, 'Fear': 0.2524}"
