Top,Movie Title,MovieID,Rating,Year,Languages,Genres,Plot,Directors,Actors,Subjectivity,Polarity,Common Sentiment,Emotion Scale
65,Black,0375611,8.1,2005,"Hindi, English",Drama,"The McNallys of Simla are an Anglo-Indian family consisting of Paul, his wife Catherine, and finally their baby daughter Michelle. Their joy evaporates when they are told that she cannot see or hear. They attempt to bring her up in their own protective way, sheltering her from the real world, so she becomes increasingly volatile and violent. Things get worse when Catherine gives birth to Sara; Paul even considers sending Michelle to an asylum. Then Debraj Sahay enters their lives. Through his eager involvement Michelle blossoms, grows, gives up her violence, and even gets admitted to a school with 'normal' children. Years pass, Michelle does not succeed in getting her graduation, and it is time for Debraj to bid adieu as he is having his own health problems. 12 years later, at age 40, Michelle does succeed in graduating in Arts, and shortly thereafter she is reunited with her teacher, who is no longer the same eccentric alcoholic but a bent older man who cannot even remember speech, let alone what he taught. Watch what happens when Michelle attempts to re-enter his 'blank' life.",Sanjay Leela Bhansali,"Amitabh Bachchan, Rani Mukerji, Shernaz Patel, Ayesha Kapoor, Dhritiman Chatterjee",0.5289922364295758,0.17586466275411003,Positive,"{'Happy': 0.1476, 'Angry': 0.0528, 'Surprise': 0.2948, 'Sad': 0.2176, 'Fear': 0.288}"
66,Chhichhore,9052870,8.2,2019,Hindi,"Comedy, Drama, Romance","The setup was within 1990's till present where Anni, a divorcee used his past experience in overcoming challenges of being a loser in college where he met His Wife, Maya and his Losers friends, Saxa, Mummy, Acid, Derek and Bevda. His shares past experience to his son, Raghav who struggles with being failed at getting an offer to college despite being an excellent student.",Nitesh Tiwari,"Sushant Singh Rajput, Shraddha Kapoor, Varun Sharma, Prateik Babbar, Tahir Raj Bhasin",0.5505742575420463,0.3389020033265641,Positive,"{'Happy': 0.3004, 'Angry': 0.0224, 'Surprise': 0.2756, 'Sad': 0.1848, 'Fear': 0.2172}"
67,Swades,0367110,8.1,2004,"Hindi, English","Drama, Musical","Set in modern day India, Swades is a film that tackles the issues that development throws up on a grass root level. It is to this India, which is colorful, heterogeneous and complex that Mohan Bhargava (Shah Rukh Khan), a bright young scientist working as a project manager in NASA, returns to on a quest to find his childhood nanny. The film uses the contrast between the highly developed world of NASA, which has been at the forefront of advances in space research, and this world back home in India, which is at the crossroads of development. Mohan's simple quest becomes the journey that every one of us goes through in search of that metaphysical and elusive place called ""home"".",Ashutosh Gowariker,"Shah Rukh Khan, Gayatri Joshi, Kishori Ballal, Smith Seth, Lekh Tandon",0.5240918341165064,0.2603107743965165,Positive,"{'Happy': 0.174, 'Angry': 0.0608, 'Surprise': 0.2728, 'Sad': 0.1992, 'Fear': 0.2928}"
68,Let's Go! India,0871510,8.1,2007,Hindi,"Drama, Family, Sport","Kabir Khan (Shahrukh Khan) knows what it's like to come back from the dead. The ex Indian Captain has now come back in the avatar of the Coach of the Indian Women's National Hockey team. A team that exists more on paper and less in reality. The team is a rag-tag bunch of girls with their own agenda. A bunch of girls who have forgotten what it is like to play for the love of the game. Of playing because you want glory for your country. Not because you want a pensioned job or a government flat. They have all forgotten the sharp thrill of just holding the hockey stick, keeping their eyes on the ball and playing for all they are worth. They have played every game but hockey to make sure they get selected every year in the Indian National team. But what does it really mean to play for the Indian National team? To play for India? The girls have never known the thrilling energy of being Team India. Of giving their all to see their country's name on a trophy. But Kabir Khan, once a captain, now forgotten, does. He knows what it takes to get there. And what it means to return empty handed. This time, he wants to make sure that it's different. He knows there are no second chances. Despite his past, he believes that if only the girls played as one, anything would be possible. Because Kabir Khan believes that it is not that we can't win. It's just that we have never believed we can. CHAK DE INDIA is the story of a coach's fight of making his team, Team India by overcoming their diverse backgrounds, by learning to use everything that life hurls on them as a secret weapon. It's a story about honesty, sincerity and integrity. The Film became a cult classic and won its leading man the National Award and put the Indian National Sport ""Hockey"", back on the map.",Shimit Amin,"Shah Rukh Khan, Vidya Malvade, Sagarika Ghatge, Shilpa Shukla, Arya Menon",0.5505978173078755,0.2396274640545274,Positive,"{'Happy': 0.1932, 'Angry': 0.0512, 'Surprise': 0.2396, 'Sad': 0.2156, 'Fear': 0.2992}"
69,Jo Jeeta Wohi Sikandar,0104561,8.2,1992,"Hindi, English","Comedy, Drama, Romance, Sport","The biggest sporting event for the school town of Nainital is the annual cycling race. Schools and colleges here range from those like Rajput and Xavier's for the spoilt rich kids to local ones like Model for the poorer kids. For the past two years the cycling race has been won by the arrogant Shekhar Malhotra (Deepak Tijori) of Rajput College. Sanju (Aamir Khan) and Ratan (Mamik) are bothers who attend Model and run a small local cafe. Their father (Kulbhushan Kharbanda) is obsessed by the desire to see Ratan become the cycling champion. Ratan on his part is the ideal son and elder brother to Sanju, good in everything he does and has been the runner-up to Shekhar in the cycling race. Sunju on the other hand is a prankster, not taking life seriously at all enjoying life with his friends among whom is Anjali (Ayesha Jhulka) who loves him silently. Sanju however turns his attention on the new girl on the block, Devika (Pooja Bedi) and convinces her he is rich. He uses the money his father has asked him to deposit in the bank to buy a costly necklace for Devika instead. When his father finds out, he chucks Sanju out of the house. At the annual college dance competition when Devika finds out that Sanju is from Model and poor, she dumps him turning her attention to Shekhar. All through Anjali is a silent pillar of support for Sanju. Shekhar and his friends injure Ratan, almost killing him to keep him out of the race. It is at this point that Sanju realizes he has to get serious and responsible in life and he enters the cycle race to do what a man must do...",Mansoor Khan,"Aamir Khan, Ayesha Jhulka, Deepak Tijori, Pooja Bedi, Kulbhushan Kharbanda",0.5386514375822067,0.31498791060340786,Positive,"{'Happy': 0.2392, 'Angry': 0.044, 'Surprise': 0.2676, 'Sad': 0.172, 'Fear': 0.2756}"
70,Pudhu Pettai,0459516,8.5,2006,Tamil,"Action, Crime, Drama, Thriller","A slum dweller, Kokki Kumar (Dhanush) returns from a movie to find his mother murdered by his own father. As his father deranged advances towards him he runs away and starts begging on the streets until he is arrested on false charges. Prison exposes him to a whole new culture and a set of people who train him in a life of crime and violence, until Kumar becomes a consummate gangster. Delving further into the dark world, he murders many to become a powerful mob kingpin and joins hands with crooked politicians in his thirst for more power. As he continues to earn enemies everywhere, Kumar's life is threatened from all directions. Can he survive the wrath of his enemies?",K. Selvaraghavan,"Dhanush, Sneha, Sonia Agarwal, Azhagam Perumal, Bala Singh",0.44792440534115946,0.20779441134023952,Positive,"{'Happy': 0.108, 'Angry': 0.0324, 'Surprise': 0.3624, 'Sad': 0.262, 'Fear': 0.1936}"
71,Papanasam,4429128,8.4,2015,Tamil,"Drama, Thriller","Suyambulingam, an uneducated but hardworking and self-made cable operator, leads a peaceful life in the town of Papanasam with his wife and two daughters. When an unexpected turn of events leads to an accidental murder, he throws himself into the quagmire to save his family from the impending nightmare. How he fares in his ingenious attempts to extract his family out of the soup is what forms the crux of this thriller.",Jeethu Joseph,"Kamal Haasan, Gautami, Nivetha Thomas, Esther Anil, Asha Sharath",0.598825683925814,0.23273826940122117,Positive,"{'Happy': 0.1467, 'Angry': 0.0472, 'Surprise': 0.3278, 'Sad': 0.2511, 'Fear': 0.2272}"
72,Pyaasa,0050870,8.3,1957,Hindi,"Drama, Musical, Romance","Unemployed Vijay is the youngest in his family consisting of his widowed mom, and two brothers. His passion is poetry - frowned upon by his brothers - who want him to find gainful employment instead. Vijay's poems are quite radical in which he laments about the poor, the destitute, and the arrogance of the rich after the departure of the British from India. His efforts to get them published are in vain. He takes to drinking, gets in trouble with the law, is disowned by his brothers, ends up at a brothel and befriends a prostitute named Gulabo. Gulabo is sympathetic, listens to him as he pours his heart out, and decides to assist Vijay. Watch what happens when Gulabo approaches some of her affluent clientèle to assist Vijay and try and get his work published, without revealing that they are written by an alcoholic, disheveled, homeless man.",Guru Dutt,"Guru Dutt, Waheeda Rehman, Mala Sinha, Rehman Khan, Johnny Walker",0.5801974069065476,0.24069977572251383,Positive,"{'Happy': 0.1744, 'Angry': 0.0544, 'Surprise': 0.2416, 'Sad': 0.2716, 'Fear': 0.2588}"
73,Soodhu Kavvum,2877108,8.3,2013,Tamil,"Comedy, Crime, Thriller","Pagalavan, Kesavan and Sekar are three friends, who lose their jobs in Chennai due to certain circumstances. Then they come across Das (Vijay Sethupathy), who runs a smart kidnap for ransom scam. Naturally his crime flourishes, and the three friends team up with him. Their path crosses with that of Arumai Prakasam, son of the state finance minister. Denied capital by his very strict father to start his business Arumai Prakasam stages his own kidnap, but ends up in the hands of Das and co. The comedy of errors takes a turn when the finance minister wants to catch the culprits, and gives the task to a very strict, encounter specialist cop, Brahmma. How Das and co try to stay ahead of the cop and how he nabs them, and what happens forms the rest of the story.",Nalan Kumarasamy,"Vijay Sethupathi, Sanchita Shetty, Radha Ravi, M.S. Bhaskar, Karunakaran",0.5670471170324395,0.3052859021002088,Positive,"{'Happy': 0.24, 'Angry': 0.0352, 'Surprise': 0.2604, 'Sad': 0.1888, 'Fear': 0.2728}"
74,PK,2338151,8.1,2014,Hindi,"Comedy, Drama, Sci-Fi","P. K. is a comedy of ideas about a stranger in the city, who asks questions that no one has asked before. They are innocent, child-like questions, but they bring about catastrophic answers. People who are set in their ways for generations, are forced to reappraise their world when they see it from PK's innocent eyes. In the process PK makes loyal friends and powerful foes. Mends broken lives and angers the establishment. P. K.'s childlike curiosity transforms into a spiritual odyssey for him and millions of others. The film is an ambitious and uniquely original exploration of complex philosophies. It is also a simple and humane tale of love, laughter and letting-go. Finally, it is a moving saga about a friendship between strangers from worlds apart.",Rajkumar Hirani,"Aamir Khan, Anushka Sharma, Saurabh Shukla, Sushant Singh Rajput, Boman Irani",0.556673604992291,0.24949429820505553,Positive,"{'Happy': 0.1624, 'Angry': 0.0488, 'Surprise': 0.3036, 'Sad': 0.1924, 'Fear': 0.2912}"
75,Article 15,10324144,8.2,2019,Hindi,"Crime, Drama, Mystery, Thriller",In Lalgaon village two Dalit girls are abducted in a school bus Ayan Ranjan an IPS officer is assigned on the case where he closely works with two officers Brahmdutt and Jatav.Ayan finds that villagers believe in caste discrimination which is the major problem he meets his old friend Satinder who behaves strangely and goes missing next morning.The two girls body are found hanging on a tree while one goes missing an autopsy revels that they were raped multiple times.Gaura sister of one of the dead girl tells Ayan that they were slapped by their owner Anshu when they asked to increase their daily wage by three Rupees .Ayan finds that Anshu did this due to caste discrimination and posts copy of Article 15 according to constitution of India at the police station.,Anubhav Sinha,"Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra, Isha Talwar",0.502210713097873,0.150271555452069,Positive,"{'Happy': 0.0812, 'Angry': 0.1064, 'Surprise': 0.2672, 'Sad': 0.2444, 'Fear': 0.2996}"
76,Munna Bhai M.B.B.S.,0374887,8.1,2003,Hindi,"Comedy, Drama","In India gangsters are called Bhai (brothers). One such Bhai is Munna, who is feared by everyone in Mumbai, a big city in India. He cons his village-based parents into believing that he is a doctor. He gets a shock when he finds out that they are coming to verify for themselves. So he transforms a rooming shanty house into a makeshift hospital, populated by patients, people he beats up. His parents arrive, are pleased, and happy that their son is well settled. They would like him to get married to a doctor's daughter. The marriage is arranged, but before the engagement, the bride's father finds out the truth about Munna, and cancels the marriage. Munna's humiliated parents see the truth for themselves, and hurt, they return home, leaving Munna with a strong desire to hurt the doctor - and force him to let his daughter get married to him - even if it means getting admitted in the medical college - with forged documents!!!",Rajkumar Hirani,"Sanjay Dutt, Arshad Warsi, Gracy Singh, Boman Irani, Sunil Dutt",0.5487291103666522,0.23465366453669664,Positive,"{'Happy': 0.1792, 'Angry': 0.0412, 'Surprise': 0.2792, 'Sad': 0.1972, 'Fear': 0.3028}"
77,Queen,3322420,8.1,2013,"Hindi, English, French, Japanese, Dutch","Adventure, Comedy, Drama","Queen is a movie about growing up. Rani (Kangana Ranaut) is a Delhi girl from a conservative family who is ditched by her fiancé just before her wedding. Shocked by this, she decides to set out on the planned honeymoon alone. As she travels the world and meets new people, she gains new experiences and discovers her own identity.",Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Jeffrey Ho, Marco Canadea",0.5112286145120821,0.23127729346953266,Positive,"{'Happy': 0.1916, 'Angry': 0.0428, 'Surprise': 0.2576, 'Sad': 0.1796, 'Fear': 0.3284}"
78,Mandela,10687070,8.4,2021,Tamil,"Comedy, Drama",,Madonne Ashwin,"Yogi Babu, Sheela Rajkumar, Sangili Murugan, Mukesh, G.M. Sundar",0.5152266987752633,0.29592179322715206,Positive,"{'Happy': 0.2224, 'Angry': 0.028, 'Surprise': 0.2884, 'Sad': 0.1452, 'Fear': 0.3164}"
79,Talvar,4934950,8.1,2015,Hindi,"Crime, Drama, Mystery, Thriller","The story revolves around the mysterious murder cases of a 14-year girl, Shruti and the domestic help, Khempal who worked at her place. The film is based on the real life Noida Double Murder Case of 2008, where the parents were said to be the prime suspects of the murders. The film showcases three perspectives to the case which emerge as the investigation moves forward.",Meghna Gulzar,"Irrfan Khan, Konkona Sen Sharma, Neeraj Kabi, Sohum Shah, Atul Kumar",0.5383102355002936,0.14932425783234884,Positive,"{'Happy': 0.1188, 'Angry': 0.0528, 'Surprise': 0.2628, 'Sad': 0.2308, 'Fear': 0.3332}"
80,Uri: The Surgical Strike,8291224,8.2,2019,Hindi,"Action, Drama, History, War","Divided over five chapters, the film chronicles the events of the surgical strike conducted by the Indian military against suspected militants in Pakistan occupied Kashmir. It tells the story of the 11 tumultuous events over which the operation was carried out. Indian army special forces carry out a covert operation to avenge the killing of fellow army men at their base by a terrorist group.",Aditya Dhar,"Vicky Kaushal, Paresh Rawal, Mohit Raina, Yami Gautam, Kirti Kulhari",0.5442552694687821,0.2964281883774489,Positive,"{'Happy': 0.186, 'Angry': 0.0376, 'Surprise': 0.3004, 'Sad': 0.1988, 'Fear': 0.2772}"
81,OMG: Oh My God!,2283748,8.1,2012,"Hindi, English","Comedy, Drama, Fantasy","Oh my God is a story about a person (Kanji Lalji Mehta) who loses his shop in an earthquake. The shop is located an area in Mumbai, known as chor bazaar. Kanji is a person, who even does not fear God and even puts God on ill usage, for his benefit. After disaster, Kanji lodges complaint against God as he does not get benefit of insurance due to act of God. The notice is sent to all bigger baba's. He first goes through a lot of resistance, but eventually people turn out in his favor. People from other religions also join him. Thus notice is sent to every religious head. Later its shown how Kanji wins and people who have lodged complaint against disaster caused get benefited. Its also shown how dongis are bought into vision of normal people.",Umesh Shukla,"Paresh Rawal, Akshay Kumar, Mithun Chakraborty, Mahesh Manjrekar, Govind Namdeo",0.56872502860375,0.29793244236454597,Positive,"{'Happy': 0.1392, 'Angry': 0.0252, 'Surprise': 0.4132, 'Sad': 0.1932, 'Fear': 0.2288}"
82,Kaakkaa Muttai,3973410,8.3,2014,Tamil,"Comedy, Drama","It is all about the life and times of two kids Periya Kakka Muttai (Vignesh) and his younger brother Chinna Kaaka Muttai (Ramesh) growing up in a slum, who make their living stealing coal from the railway yard. Their father is in the jail while mother (Ishwarya Rajesh) brings them up. The urchins have their own dreams like any other kids and here, they want to try out a Pizza from the newly opened Pizza shop. Their curiosity about pizza is because, the new shop is opened by Tamil star Silambarasan. They decide that by hook or crook, they will gain entry into the upmarket Pizza shop and have a slice of it with their own money. Will they succeed in their attempt ?",M. Manikandan,"Ramesh, J. Vignesh, Aishwarya Rajesh, Ramesh Thilak, Joe Malloori",0.5304243176479012,0.25481223060206387,Positive,"{'Happy': 0.2212, 'Angry': 0.0484, 'Surprise': 0.2608, 'Sad': 0.1632, 'Fear': 0.3072}"
83,Lagaan: Once Upon a Time in India,0169102,8.1,2001,"Hindi, English","Drama, Musical, Sport","This is the story about the resilience shown by the Indians when they were under the British Rule. They are already taxed to the bone by the British and their cronies, but when Jack Russell announces that he will double the Lagaan (tax) from all villagers, they decide to oppose it. Leading the villagers is a handsome young man named Bhuvan, who challenges them to a game of cricket, a game that is to be played by veteran British cricket players, versus villagers, including Bhuvan himself, who have never played this game before, and do not even know a bat from a piece of wood. As the challenge is accepted, the interest grows and attracts Indians from all over the region, as well as the British from all over the country - as everyone gathers to see the 'fair play' that the British will display against their counter-parts, who are aided by none other than the sister, Elizabeth, of Captain Rusell.",Ashutosh Gowariker,"Aamir Khan, Gracy Singh, Rachel Shelley, Paul Blackthorne, Suhasini Mulay",0.4953579476584394,0.20359174535178406,Positive,"{'Happy': 0.1896, 'Angry': 0.0472, 'Surprise': 0.2476, 'Sad': 0.1948, 'Fear': 0.3208}"
84,Jigarthanda,3569782,8.3,2014,Tamil,"Action, Comedy, Crime, Drama, Thriller","When Karthik is given a task by his producer to come up with a gripping gangster flick infested with heavy dosage of violence, he focuses on Sethu, a ruthless gangster surrounded by quirky yet scary henchmen. Karthik discreetly tries his best to find out about Sethu to develop a film script, but fails miserably in all his attempts. However when he finally gets the chance to gain an insight into Sethu's life, disaster strikes as he gets caught in the mêlée following the discovery of a mole within Sethu's gang.",Karthik Subbaraj,"Siddharth, Bobby Simha, Lakshmi Menon, Nassar, Aadukalam Naren",0.5184436587712472,0.2207267797269848,Positive,"{'Happy': 0.188, 'Angry': 0.0616, 'Surprise': 0.3032, 'Sad': 0.1868, 'Fear': 0.26}"
85,Sarfarosh,0200087,8.1,1999,Hindi,"Action, Drama, Thriller","Ajay Rathod is a no-nonsense police officer from Mumbai Crime Branch. Long time ago his elder brother was killed by terrorists which caused him to quit his medical studies and join Indian Police Service. He is a great admirer of Pakistan-based ghazal singer Gulfam Hassan. During one of Hassan's concerts, they meet for the first time and become great friends. Meanwhile, Ajay's investigation into the Pakistan-supported cross-border terrorism takes him to Rajasthan and reveals an unsettling truth about someone close to his heart.",John Mathew Matthan,"Aamir Khan, Naseeruddin Shah, Sonali Bendre, Mukesh Rishi, Akash Khurana",0.5339970882902891,0.32303235581998335,Positive,"{'Happy': 0.2084, 'Angry': 0.04, 'Surprise': 0.2632, 'Sad': 0.1924, 'Fear': 0.2948}"
86,K.G.F: Chapter 2,10698680,8.5,2022,Kannada,"Action, Crime, Drama, Thriller","The blood-soaked land of Kolar Gold Fields (KGF) has a new overlord now - Rocky, whose name strikes fear in the heart of his foes. His allies look up to Rocky as their savior, the government sees him as a threat to law and order; enemies are clamoring for revenge and conspiring for his downfall. Bloodier battles and darker days await as Rocky continues on his quest for unchallenged supremacy.",Prashanth Neel,"Yash, Sanjay Dutt, Raveena Tandon, Srinidhi Shetty, Achyuth Kumar",0.4969415432251744,0.13607620218752392,Positive,"{'Happy': 0.1016, 'Angry': 0.0448, 'Surprise': 0.2948, 'Sad': 0.244, 'Fear': 0.3144}"
87,Udaan,1639426,8.1,2010,Hindi,Drama,"After being abandoned for eight straight years in boarding school, Rohan returns to the small industrial town of Jamshedpur and finds himself closeted with an authoritarian father and a younger half brother who he didn't even know existed. Forced to work in his father's steel factory and study engineering against his wishes, he strives to forge his own life out of his given circumstances and pursue his dream of being a writer.",Vikramaditya Motwane,"Rajat Barmecha, Ronit Roy, Manjot Singh, Ram Kapoor, Raja Hudda",0.5651952675649551,0.2075915846259989,Positive,"{'Happy': 0.1532, 'Angry': 0.0632, 'Surprise': 0.2312, 'Sad': 0.2112, 'Fear': 0.3428}"
88,Barfi!,2082197,8.1,2012,Hindi,"Comedy, Drama, Romance","Set in the 1970s in a pretty corner of India, Barfi. is the story of three young people who learn that love can neither be defined nor contained by society's norms of normal and abnormal. Barfi, a hearing and speech impaired boy falls in love with Shruti. In spite of her deep affection for Barfii, Shruti gives into societal and parental pressure to marry a 'normal' man and lead a 'normal' life. Many years later their paths cross once again when Barfi, now in love with Jhilmil, is on the run from the police. Barfi is desperately seeking Jhilmil, who has gone missing. Shruti's realization that Jhilmil is autistic makes her recognize that true love is really blind. Caught in a cat and mouse game, in the search for the girl Barfi loves, Shruti realizes that she is still in love with him.",Anurag Basu,"Ranbir Kapoor, Priyanka Chopra Jonas, Ileana D'Cruz, Saurabh Shukla, Roopa Ganguly",0.5499995704852131,0.2547652261889891,Positive,"{'Happy': 0.2, 'Angry': 0.0564, 'Surprise': 0.2744, 'Sad': 0.1748, 'Fear': 0.292}"
89,Theeran Adhigaram Ondru,7060460,8.2,2017,Tamil,"Action, Crime, Thriller","Theeran, a police officer, tries to decode a series of cold blood events based on same pattern. Who's behind those ruthless events? How Theeran and team traces them? Did they succeed? forms the story of this crime action thriller. The story is based on true incidents handled by Police department in 2000s.",H. Vinoth,"Karthi, Rakul Preet Singh, Abhimanyu Singh, Bose Venkat, Praveena",0.5147285560472312,0.18308162759775065,Positive,"{'Happy': 0.1732, 'Angry': 0.0396, 'Surprise': 0.2616, 'Sad': 0.2148, 'Fear': 0.3096}"
90,Sholay,0073707,8.1,1975,Hindi,"Action, Adventure, Comedy, Drama, Musical, Thriller, Western","Sholay means ""embers"" in Hindi. In this film, a police officer whose family was filled by a bandit named Gabbar Singh decides to fight fire with fire and requires two convicts, Jai and Veeru, to capture Gabbar. He approaches them in jail and puts the proposal in front of them, and they agree to bring in Gabbar Singh alive--for a hefty price. After their discharge from jail, they travel by train to the village where the police officer lives with his widowed daughter-in-law. The three band together to fight one of the most elusive and dreaded bandits of all time. Will the two ex-cons be able to bring Gabbar alive to the police officer?",Ramesh Sippy,"Sanjeev Kumar, Dharmendra, Amitabh Bachchan, Amjad Khan, Hema Malini",0.563182114777317,0.2911495941148545,Positive,"{'Happy': 0.2144, 'Angry': 0.0408, 'Surprise': 0.2572, 'Sad': 0.22, 'Fear': 0.2676}"
91,Ustad Hotel,2218988,8.2,2012,Malayalam,"Comedy, Drama","An urbane chef from a well-to-do family with very high ambitions goes on to find approval from his conservative father, true love and the real purpose of his life.",Anwar Rasheed,"Dulquer Salmaan, Thilakan, Siddique, Nithya Menen, Assim Jamal",0.5316279049116345,0.32876996419662236,Positive,"{'Happy': 0.2004, 'Angry': 0.0168, 'Surprise': 0.2972, 'Sad': 0.1504, 'Fear': 0.3348}"
92,Hera Pheri,0242519,8.1,2000,Hindi,"Action, Comedy, Crime, Drama","Baburao is a landlord in India, who is very near-sighted, and always in financial trouble. He has a tenant named Raja, who has not paid his rent for several months. He also has anther tenant named Shyam, who has come to the city to look for a job in his late father's place, but is unable to find employment. The three men quarrel amongst themselves frequently. Then one day, the three men get a phone call from a kidnapper named Kabira, and decide to make use of this phone call to overcome their financial problems - pretend to be the real kidnappers, increase the ransom amount, keep the incremental amount for themselves, and then give the original ransom demanded to Kabira. Will they get away with this idea?",Priyadarshan,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Tabu, Om Puri",0.5015370195691232,0.43737812895551037,Positive,"{'Happy': 0.1992, 'Angry': 0.0204, 'Surprise': 0.4356, 'Sad': 0.1292, 'Fear': 0.2128}"
93,The Legend of Bhagat Singh,0319736,8.1,2002,Hindi,"Action, Biography, Drama, History","Bhagat Singh was born in British India during the year 1908. As a child he witnessed numerous atrocities committed on fellow Indians by their British rulers, who came to trade under the guise of the East India Company, but ended up controlling most of the nation, and permitting tyrants such as General Dyer to massacre thousands of innocent men, women and children in Jallianwala Baug. As a child he was impressed by Mohandas K. Gandhi, especially his call to launch the non-cooperation movement, which led to thousands of people burning British-made clothing, giving up schools, and college studies, and government jobs - only to be let down by Gandhi himself when he called off the movement. Undaunted, Bhagat decided to be a revolutionary, starting with getting into petty fights, then as a grown-up joining the Hindustan Republic Association. When Lala Lajpat Rai was beaten to death by the police, Bhagat, along with Shivram Rajguru, Sukhdev, and others daringly carried out the assassination of a police officer named Saunders, which eventually led to Bhagat's arrest, where he was lodged in a cell, tortured and beaten mercilessly. His father, Kishan, paid Rs.60,000/- and bailed him out, so that he could get him to run a diary-farm and get married to a girl from Manavali. But being a revolutionary was in Bhagat's blood, and when the British proposed the Trade Disputes and Public Safety Bills, he would initiate the bombing in the Indian Parliament Building, along with Batukeshwar Dutt, be arrested, and tried in an open court. This is where Bhagat launched his much-publicized revolution, and became popular with the masses, especially the younger generation, laborers, and farmers, so much so that his popularity rivaled that of Gandhi himself. Even in prison, Bhagat made headline news when he and other prisoners undertook a 63 day fast unto death to improve the conditions of Indian freedom-fighter prisoners. Then the British re-opened the Saunders' murder case, which led to death sentences being imposed on Bhagat, Shivram, and Sukhdev. The entire nation rose up in protest, including the Congress party - with the ball being in Gandhi's court - for he was due to sign the Irwing Pact, and Indians hoped that he would use this as a bargaining chip to save the lives of the heroic trio. Will Gandhi rise up to the occasion and save the trio - so that they could pave the way for a modern and independent India, not just a country ruled by the British with a dominant status - an India free of communal hatred, injustice, corruption, and fundamentalism, or will Gandhi end up disappointing Bhagat all over again?",Rajkumar Santoshi,"Ajay Devgn, Sushant Singh, D. Santosh, Akhilendra Mishra, Raj Babbar",0.5657609178891443,0.3789230724871623,Positive,"{'Happy': 0.1876, 'Angry': 0.0516, 'Surprise': 0.3308, 'Sad': 0.18, 'Fear': 0.252}"
94,Angoor,0215517,8.3,1982,Hindi,Comedy,"Adapted from Shakespeare's The Comedy of Errors, the story is about two pairs of identical twins, 'Ashok' and 'Bahadur', who are separated at birth and later meet in adulthood, causing confusion. While one of the pairs is honest and the other is wanted by the police.",Gulzar,"Sanjeev Kumar, Moushumi Chatterjee, Deven Verma, Aruna Irani, Deepti Naval",0.5952582070068823,0.3801025285758577,Positive,"{'Happy': 0.3, 'Angry': 0.0518, 'Surprise': 0.2223, 'Sad': 0.1973, 'Fear': 0.2286}"
95,Color It Yellow,0405508,8.1,2006,Hindi,"Comedy, Crime, Drama","Sue comes to India to make a film on Indian revolutionaries. She is helped by her friend Sonia who introduces her to her friends Karan, Aslam, Sukhi, and their head DJ. Sonia's fiance, Lt Ajay Rathod, also joins the gang when in town. Their gang always gets in trouble with political member Laxman who opposes their Western culture. After many auditions Sue decides to cast DJ and his friends in her film; she also gives Laxman a role, ending his feud with the gang. Everything goes well until Ajay dies in a plane crash but manages to save everyone else on board. The state minister declares that Ajay died due to his own negligence. DJ an his friends can't take this shame given to Ajay by the minister and decide to fight for justice, but political games interfere.",Rakeysh Omprakash Mehra,"Aamir Khan, Siddharth, Sharman Joshi, Kunal Kapoor, Atul Kulkarni",0.5377925306489889,0.16891494827839487,Positive,"{'Happy': 0.1576, 'Angry': 0.0488, 'Surprise': 0.2484, 'Sad': 0.1928, 'Fear': 0.3512}"
96,Baasha,0139876,8.3,1995,Tamil,"Action, Crime, Drama","An auto rickshaw driver whose sole aim in life is to fulfill the promise of his late father, runs into trouble when an old rival returns from prison and threatens to destroy his family, forcing him to reveal his dark past and reignite the same war which he had kept aside for years.",Suresh Krishna,"Rajinikanth, Nagma, Raghuvaran, Vijay Kumar, Janakaraj",0.5568989178929368,0.2646796866342404,Positive,"{'Happy': 0.1944, 'Angry': 0.054, 'Surprise': 0.3104, 'Sad': 0.1812, 'Fear': 0.2608}"
97,Masaan,4635372,8.1,2015,Hindi,Drama,"Four lives intersect along the Ganges: a low caste boy hopelessly in love, a daughter ridden with guilt of a sexual encounter ending in a tragedy, a hapless father with fading morality, and a spirited child yearning for a family, long to escape the moral constructs of a small-town.",Neeraj Ghaywan,"Richa Chadha, Sanjay Mishra, Vicky Kaushal, Pankaj Tripathi, Vineet Kumar",0.5092922202467778,0.1760282212583714,Positive,"{'Happy': 0.142, 'Angry': 0.058, 'Surprise': 0.2116, 'Sad': 0.2068, 'Fear': 0.3792}"
98,Kahaani,1821480,8.1,2012,Hindi,"Mystery, Thriller","Kolkata is abuzz with the preparations for the annual Durga Puja festival, as seven months pregnant Vidya Bagchi steps off the airplane from London. Her first stop is the local police station to file a missing person report. Weeks ago, her husband Arnab arrived in India for a job assignment. The first two weeks, they talked daily on the phone, and then without explanation, his calls stopped. Everywhere Vidya turns, no one can remember Arnab. There is no trace of him at the guest house or his workplace. But Vidya will not give up her search. Somewhere in Kolkata she will discover the dangerous truth.",Sujoy Ghosh,"Vidya Balan, Parambrata Chattopadhyay, Indraneil Sengupta, Nawazuddin Siddiqui, Dhritiman Chatterjee",0.5498491747365555,0.21299241227569574,Positive,"{'Happy': 0.1324, 'Angry': 0.048, 'Surprise': 0.2764, 'Sad': 0.214, 'Fear': 0.3308}"
